iter	MultiClass
0	2.108156163
1	1.932267981
2	1.777483302
3	1.650090094
4	1.537075519
5	1.457090193
6	1.381797735
7	1.301505068
8	1.234635448
9	1.17453241
10	1.121108083
11	1.064826551
12	1.009556533
13	0.9648130928
14	0.917760726
15	0.8768951038
16	0.8415723632
17	0.8071227831
18	0.7764058859
19	0.742967901
20	0.7173365124
21	0.6889068345
22	0.6648630872
23	0.6396205721
24	0.6168424455
25	0.5969969524
26	0.5765388013
27	0.5577679213
28	0.5416470935
29	0.5234045515
30	0.51022942
31	0.4930009256
32	0.4776718334
33	0.4631985465
34	0.4507974433
35	0.4385819039
36	0.4258755608
37	0.4151999688
38	0.405309126
39	0.3940837826
40	0.3839540815
41	0.3752219144
42	0.3654952154
43	0.3574388156
44	0.3488802301
45	0.3411936641
46	0.3339179481
47	0.3259358399
48	0.3193690723
49	0.3126336845
50	0.3058981033
51	0.3003764665
52	0.2939161611
53	0.286151797
54	0.279572304
55	0.2746078544
56	0.2691596092
57	0.2642976797
58	0.2585701631
59	0.2533431716
60	0.2480158114
61	0.2432787914
62	0.2384030771
63	0.2334468309
64	0.2292359753
65	0.2253983867
66	0.2207812831
67	0.2172952671
68	0.2141755169
69	0.2108073281
70	0.2070369681
71	0.2030359021
72	0.1997306422
73	0.1965242256
74	0.1930699596
75	0.1899252464
76	0.1871902957
77	0.1848093149
78	0.1820051121
79	0.1799775553
80	0.1771864597
81	0.1748098611
82	0.1724361772
83	0.1696614527
84	0.1671359098
85	0.1646773275
86	0.1630553119
87	0.1601863195
88	0.1581807822
89	0.1560275729
90	0.1536537897
91	0.1513139999
92	0.1490769469
93	0.1467670473
94	0.1446134391
95	0.1428116437
96	0.1406298925
97	0.1388606897
98	0.1372061562
99	0.1352285269
100	0.1340530715
101	0.1325249121
102	0.1313891441
103	0.1297691478
104	0.1287079649
105	0.1274743681
106	0.1259864713
107	0.1249199078
108	0.1232948132
109	0.1217669934
110	0.120163118
111	0.1187684203
112	0.1174785154
113	0.116168305
114	0.1153145826
115	0.1139928993
116	0.1129414328
117	0.1115691805
118	0.1103445744
119	0.1088843849
120	0.1077524906
121	0.1065354727
122	0.1054738078
123	0.1045623109
124	0.1037798785
125	0.102783528
126	0.1020674595
127	0.1015202549
128	0.1004428759
129	0.09931729058
130	0.09813227664
131	0.09736121033
132	0.09615749954
133	0.09518936426
134	0.09445825583
135	0.09311549648
136	0.0921609528
137	0.09138930215
138	0.09057088486
139	0.0897281427
140	0.08926587917
141	0.08836646689
142	0.08774372799
143	0.08697571064
144	0.08617751239
145	0.085562582
146	0.08467062475
147	0.0838384473
148	0.08320074639
149	0.08250807728
150	0.08167954407
151	0.08102106861
152	0.08023277484
153	0.07946577183
154	0.07875674034
155	0.07848420026
156	0.07777407406
157	0.07719917111
158	0.07643360616
159	0.07589039425
160	0.07520983447
161	0.07469629596
162	0.07423464089
163	0.07379826668
164	0.07336631363
165	0.07260207409
166	0.07197859667
167	0.0715066954
168	0.07117016375
169	0.07073043284
170	0.07009466048
171	0.06964478439
172	0.06919080106
173	0.06884853242
174	0.06839403407
175	0.06823297345
176	0.06771582388
177	0.0672264339
178	0.06677436555
179	0.06651659666
180	0.06588063381
181	0.065293636
182	0.06478638699
183	0.06423529291
184	0.06374359293
185	0.06344702037
186	0.06289988832
187	0.0625876603
188	0.06208700537
189	0.06145960167
190	0.06110057789
191	0.06061821182
192	0.06024613078
193	0.05998856564
194	0.05976186092
195	0.05934838677
196	0.05892918009
197	0.05856103051
198	0.05806292746
199	0.05765333187
200	0.05764269405
201	0.05710881423
202	0.05663634423
203	0.05629896811
204	0.0558946212
205	0.05564268611
206	0.05535427654
207	0.05503179553
208	0.05479634116
209	0.05440820096
210	0.05420140323
211	0.05388769139
212	0.05351180213
213	0.05310665611
214	0.05283334335
215	0.05266229752
216	0.05245777554
217	0.0522903773
218	0.05201244463
219	0.05174756639
220	0.05157456299
221	0.0512676303
222	0.05096266492
223	0.05070563936
224	0.05048757611
225	0.05020443809
226	0.05000516245
227	0.04962901766
228	0.04940342085
229	0.04932724572
230	0.04906141743
231	0.04895301477
232	0.04872855019
233	0.04849570193
234	0.04833942505
235	0.04792891747
236	0.04761245765
237	0.04732615544
238	0.04709839572
239	0.046791287
240	0.04652792629
241	0.04633011363
242	0.04608530105
243	0.04578903067
244	0.04569315439
245	0.04547237292
246	0.04526710256
247	0.0449827526
248	0.04473222194
249	0.0444756391
250	0.04431762643
251	0.0440656082
252	0.04385687717
253	0.04357022497
254	0.04332495331
255	0.04307291233
256	0.04284102311
257	0.04259877825
258	0.04237139527
259	0.04218620534
260	0.04190945099
261	0.04160374792
262	0.04148140687
263	0.04123840893
264	0.04105562398
265	0.04088207298
266	0.04062098455
267	0.04045861725
268	0.04024921337
269	0.03998028969
270	0.03975705004
271	0.03953289906
272	0.03952523776
273	0.03933694219
274	0.03916779855
275	0.03906574895
276	0.03892583544
277	0.03874010127
278	0.03852375635
279	0.03832153788
280	0.03808086613
281	0.03784075338
282	0.03765964069
283	0.03749781132
284	0.03724571207
285	0.03710838146
286	0.03698460012
287	0.0368063645
288	0.03661513445
289	0.03644638921
290	0.03629566662
291	0.03622840458
292	0.03610076867
293	0.03589759391
294	0.03574131999
295	0.03557831866
296	0.03544181625
297	0.03533638964
298	0.03517667146
299	0.03505450208
300	0.03500461584
301	0.03480169744
302	0.03471874375
303	0.0345056146
304	0.03438600212
305	0.03420073933
306	0.03399008641
307	0.03381932119
308	0.03367144581
309	0.0334671911
310	0.03332087353
311	0.03319451702
312	0.03302026751
313	0.03294926532
314	0.03273449381
315	0.03260189284
316	0.03244403176
317	0.03234124724
318	0.03221075389
319	0.03202032546
320	0.0318176244
321	0.03169854027
322	0.03158485123
323	0.03151370318
324	0.03142788421
325	0.03132148082
326	0.03121016607
327	0.03109806581
328	0.03098542846
329	0.03087016162
330	0.03074289869
331	0.03055776404
332	0.03040757039
333	0.03026943943
334	0.03014048713
335	0.03002532284
336	0.0299154449
337	0.02977413514
338	0.02963719591
339	0.02953433111
340	0.02941414737
341	0.029308367
342	0.02923799878
343	0.02911384974
344	0.02901844356
345	0.02892573206
346	0.02880935422
347	0.02871181412
348	0.02857497702
349	0.02851232839
350	0.02833355919
351	0.02824795868
352	0.02812851219
353	0.02797419946
354	0.02787175991
355	0.0277728237
356	0.02764563726
357	0.02754360364
358	0.02743622248
359	0.0273390033
360	0.02724473844
361	0.02714984156
362	0.02702651131
363	0.02695356038
364	0.02690131161
365	0.02685051543
366	0.02676098691
367	0.02672405884
368	0.02665664284
369	0.02654028255
370	0.02639960061
371	0.02625001537
372	0.02617846747
373	0.02609787531
374	0.02602314368
375	0.02589781606
376	0.02583547139
377	0.02574747139
378	0.02565744981
379	0.02553110053
380	0.02544858771
381	0.02535109025
382	0.02526092836
383	0.02517837753
384	0.02511977918
385	0.02508592929
386	0.02499271541
387	0.02490475467
388	0.02483905986
389	0.02474997055
390	0.02467566798
391	0.02458505821
392	0.02450925833
393	0.02442384918
394	0.02435015058
395	0.02426631876
396	0.02415094514
397	0.02404756203
398	0.02396780389
399	0.02388900079
400	0.02382897748
401	0.02377793065
402	0.02372413732
403	0.02363804218
